LON,LAT,ANNUAL
-55.349,-30.601,4712
-55.249,-30.601,4702
-55.149,-30.601,4704
-55.049,-30.601,4691
-54.949,-30.601,4729
-54.849,-30.601,4727
-54.749,-30.601,4709
-54.649,-30.601,4695
-54.549,-30.601,4707
-54.449,-30.601,4685
-54.349,-30.601,4690
-54.249,-30.601,4703
-54.149,-30.601,4685
-54.049,-30.601,4617
-53.949,-30.601,4586
-53.849,-30.601,4502
-53.749,-30.601,4449
-53.649,-30.601,4429
-53.549,-30.601,4425
-53.449,-30.601,4386
-53.349,-30.601,4339
-53.249,-30.601,4365
-53.149,-30.601,4395
-53.049,-30.601,4406
-52.949,-30.601,4357
-52.849,-30.601,4315
-52.749,-30.601,4286
-52.649,-30.601,4232
-52.549,-30.601,4208
-52.449,-30.601,4195
-52.349,-30.601,4151
-52.249,-30.601,4126
-52.149,-30.601,4048
-52.049,-30.601,3973
-51.949,-30.601,3955
-51.849,-30.601,3837
-51.749,-30.601,3847
-51.649,-30.601,3868
-51.549,-30.601,3948
-51.449,-30.601,4051
-51.349,-30.601,4173
-51.249,-30.601,4341
-51.149,-30.601,4491
-51.049,-30.601,4516
-50.949,-30.601,4528
-50.849,-30.601,4516
-50.749,-30.601,4476
-50.649,-30.601,4300
-50.549,-30.601,4222
-50.449,-30.601,4008
-50.349,-30.601,4066
-56.449,-30.501,5088
-56.349,-30.501,5038
-56.249,-30.501,5013
-56.149,-30.501,5019
-56.049,-30.501,4999
-55.949,-30.501,4977
-55.849,-30.501,4935
-55.749,-30.501,4888
-55.649,-30.501,4891
-55.549,-30.501,4848
-55.449,-30.501,4821
-55.349,-30.501,4756
-55.249,-30.501,4717
-55.149,-30.501,4691
-55.049,-30.501,4695
-54.949,-30.501,4702
-54.849,-30.501,4710
-54.749,-30.501,4700
-54.649,-30.501,4702
-54.549,-30.501,4706
-54.449,-30.501,4697
-54.349,-30.501,4677
-54.249,-30.501,4683
-54.149,-30.501,4658
-54.049,-30.501,4623
-53.949,-30.501,4625
-53.849,-30.501,4554
-53.749,-30.501,4496
-53.649,-30.501,4457
-53.549,-30.501,4442
-53.449,-30.501,4419
-53.349,-30.501,4367
-53.249,-30.501,4383
-53.149,-30.501,4393
-53.049,-30.501,4412
-52.949,-30.501,4366
-52.849,-30.501,4331
-52.749,-30.501,4328
-52.649,-30.501,4278
-52.549,-30.501,4272
-52.449,-30.501,4280
-52.349,-30.501,4259
-52.249,-30.501,4227
-52.149,-30.501,4161
-52.049,-30.501,4120
-51.949,-30.501,4053
-51.849,-30.501,3949
-51.749,-30.501,3903
-51.649,-30.501,3885
-51.549,-30.501,3934
-51.449,-30.501,4037
-51.349,-30.501,4153
-51.249,-30.501,4285
-51.149,-30.501,4435
-51.049,-30.501,4478
-50.949,-30.501,4453
-50.849,-30.501,4471
-50.749,-30.501,4447
-50.649,-30.501,4304
-50.549,-30.501,4255
-50.449,-30.501,4232
-50.349,-30.501,3971
-56.549,-30.401,5121
-56.449,-30.401,5084
-56.349,-30.401,5061
-56.249,-30.401,5034
-56.149,-30.401,5021
-56.049,-30.401,4996
-55.949,-30.401,4974
-55.849,-30.401,4936
-55.749,-30.401,4891
-55.649,-30.401,4868
-55.549,-30.401,4857
-55.449,-30.401,4844
-55.349,-30.401,4804
-55.249,-30.401,4735
-55.149,-30.401,4681
-55.049,-30.401,4690
-54.949,-30.401,4701
-54.849,-30.401,4705
-54.749,-30.401,4710
-54.649,-30.401,4712
-54.549,-30.401,4696
-54.449,-30.401,4699
-54.349,-30.401,4664
-54.249,-30.401,4664
-54.149,-30.401,4645
-54.049,-30.401,4653
-53.949,-30.401,4645
-53.849,-30.401,4576
-53.749,-30.401,4526
-53.649,-30.401,4506
-53.549,-30.401,4426
-53.449,-30.401,4439
-53.349,-30.401,4400
-53.249,-30.401,4389
-53.149,-30.401,4387
-53.049,-30.401,4397
-52.949,-30.401,4363
-52.849,-30.401,4348
-52.749,-30.401,4360
-52.649,-30.401,4313
-52.549,-30.401,4291
-52.449,-30.401,4293
-52.349,-30.401,4299
-52.249,-30.401,4288
-52.149,-30.401,4249
-52.049,-30.401,4242
-51.949,-30.401,4207
-51.849,-30.401,4104
-51.749,-30.401,3996
-51.649,-30.401,3956
-51.549,-30.401,3962
-51.449,-30.401,4041
-51.349,-30.401,4178
-51.249,-30.401,4273
-51.149,-30.401,4378
-51.049,-30.401,4387
-50.949,-30.401,4313
-50.849,-30.401,4393
-50.749,-30.401,4404
-50.649,-30.401,4341
-50.549,-30.401,4298
-50.449,-30.401,4274
-50.349,-30.401,4024
-50.249,-30.401,4105
-57.549,-30.301,5297
-57.449,-30.301,5277
-57.349,-30.301,5262
-57.249,-30.301,5224
-57.149,-30.301,5204
-56.649,-30.301,5120
-56.549,-30.301,5094
-56.449,-30.301,5095
-56.349,-30.301,5082
-56.249,-30.301,5064
-56.149,-30.301,5037
-56.049,-30.301,5011
-55.949,-30.301,4955
-55.849,-30.301,4968
-55.749,-30.301,4907
-55.649,-30.301,4840
-55.549,-30.301,4901
-55.449,-30.301,4871
-55.349,-30.301,4826
-55.249,-30.301,4782
-55.149,-30.301,4706
-55.049,-30.301,4710
-54.949,-30.301,4717
-54.849,-30.301,4720
-54.749,-30.301,4736
-54.649,-30.301,4713
-54.549,-30.301,4677
-54.449,-30.301,4682
-54.349,-30.301,4653
-54.249,-30.301,4631
-54.149,-30.301,4621
-54.049,-30.301,4620
-53.949,-30.301,4607
-53.849,-30.301,4583
-53.749,-30.301,4527
-53.649,-30.301,4491
-53.549,-30.301,4433
-53.449,-30.301,4421
-53.349,-30.301,4421
-53.249,-30.301,4400
-53.149,-30.301,4384
-53.049,-30.301,4372
-52.949,-30.301,4381
-52.849,-30.301,4376
-52.749,-30.301,4364
-52.649,-30.301,4352
-52.549,-30.301,4333
-52.449,-30.301,4323
-52.349,-30.301,4306
-52.249,-30.301,4299
-52.149,-30.301,4282
-52.049,-30.301,4255
-51.949,-30.301,4244
-51.849,-30.301,4205
-51.749,-30.301,4135
-51.649,-30.301,4089
-51.549,-30.301,4059
-51.449,-30.301,4100
-51.349,-30.301,4211
-51.249,-30.301,4309
-51.149,-30.301,4344
-51.049,-30.301,4281
-50.949,-30.301,4159
-50.849,-30.301,4239
-50.749,-30.301,4295
-50.649,-30.301,4353
-50.549,-30.301,4302
-50.449,-30.301,4260
-50.349,-30.301,4199
-50.249,-30.301,4196
-57.649,-30.201,5296
-57.549,-30.201,5278
-57.449,-30.201,5264
-57.349,-30.201,5257
-57.249,-30.201,5235
-57.149,-30.201,5207
-56.749,-30.201,5136
-56.649,-30.201,5116
-56.549,-30.201,5117
-56.449,-30.201,5106
-56.349,-30.201,5086
-56.249,-30.201,5068
-56.149,-30.201,5070
-56.049,-30.201,5023
-55.949,-30.201,4958
-55.849,-30.201,4956
-55.749,-30.201,4920
-55.649,-30.201,4871
-55.549,-30.201,4891
-55.449,-30.201,4865
-55.349,-30.201,4853
-55.249,-30.201,4795
-55.149,-30.201,4747
-55.049,-30.201,4734
-54.949,-30.201,4715
-54.849,-30.201,4726
-54.749,-30.201,4737
-54.649,-30.201,4714
-54.549,-30.201,4673
-54.449,-30.201,4655
-54.349,-30.201,4640
-54.249,-30.201,4605
-54.149,-30.201,4580
-54.049,-30.201,4589
-53.949,-30.201,4584
-53.849,-30.201,4591
-53.749,-30.201,4536
-53.649,-30.201,4519
-53.549,-30.201,4435
-53.449,-30.201,4419
-53.349,-30.201,4403
-53.249,-30.201,4403
-53.149,-30.201,4398
-53.049,-30.201,4377
-52.949,-30.201,4384
-52.849,-30.201,4377
-52.749,-30.201,4345
-52.649,-30.201,4343
-52.549,-30.201,4338
-52.449,-30.201,4303
-52.349,-30.201,4281
-52.249,-30.201,4291
-52.149,-30.201,4274
-52.049,-30.201,4234
